"chr"	"start"	"end"	"strand"	"pvalue"	"qvalue"	"meth.diff"
"167542"	"NC_035783.1"	21066995	21066995	"+"	1.19495964095559e-143	1.03084476902204e-138	61.7187557654699
"167574"	"NC_035783.1"	21070059	21070059	"+"	4.48124614682595e-37	1.23114494282244e-34	53.1645569620253
"167602"	"NC_035783.1"	21071070	21071070	"+"	4.27991291256583e-81	1.90971353972064e-77	52.5988379436655
"167655"	"NC_035783.1"	21073267	21073267	"+"	7.90578703080902e-45	3.81717094933e-42	-50.704037712646
"167702"	"NC_035783.1"	21076507	21076507	"+"	6.40678009093858e-71	1.50733027063967e-67	51.1411302915439
"167739"	"NC_035783.1"	21109546	21109546	"+"	2.24344601775389e-46	1.21726412716627e-43	53.8412112432533
"167746"	"NC_035783.1"	21111799	21111799	"+"	2.913435696093e-22	2.21892871897478e-20	66.5147025302029
"168079"	"NC_035783.1"	22397442	22397442	"+"	5.82318779711777e-20	3.49659083424645e-18	50.8986415882968
"168208"	"NC_035783.1"	22609861	22609861	"+"	1.82921133086803e-20	1.15858208638618e-18	-56.4416775884666
"168390"	"NC_035783.1"	23130126	23130126	"+"	2.29193775899788e-23	1.94858547132929e-21	53.9158950617284
"168843"	"NC_035783.1"	23674166	23674166	"+"	3.21473076251175e-17	1.43244939094547e-15	-62.6373626373626
"169526"	"NC_035783.1"	24415381	24415381	"+"	1.16859806458265e-54	1.09576486089246e-51	51.1921058635638
"170224"	"NC_035783.1"	25301968	25301968	"+"	1.16596800403767e-35	2.87655335188696e-33	-57.0774862721171
"170246"	"NC_035783.1"	25304491	25304491	"+"	3.81542156855322e-30	5.99165242093384e-28	-63.3853151397011
"170271"	"NC_035783.1"	25307879	25307879	"+"	1.33664330643121e-66	2.48863965071677e-63	-78.1472684085511
"170272"	"NC_035783.1"	25307895	25307895	"+"	7.89208527424e-65	1.3526209527149e-61	-50.6085359424513
"170505"	"NC_035783.1"	26034431	26034431	"+"	1.31643019918397e-18	6.87290286924468e-17	-52.2619047619048
"170576"	"NC_035783.1"	26360834	26360834	"+"	1.13808937259834e-35	2.81313759654684e-33	65.7971014492754
"171606"	"NC_035783.1"	29749415	29749415	"+"	7.89733540227734e-16	2.99022145194147e-14	57.6054041462847
"171684"	"NC_035783.1"	30129117	30129117	"+"	4.61761635586769e-22	3.45584414055181e-20	-50.9677419354839
"171882"	"NC_035783.1"	30386526	30386526	"+"	1.38465536881228e-11	3.00449692159869e-10	52.3529411764706
"172269"	"NC_035783.1"	30742308	30742308	"+"	2.20760544015602e-33	4.48449264741354e-31	52.4360442917144
"173015"	"NC_035783.1"	32082627	32082627	"+"	2.49961258695321e-37	7.01621793652693e-35	-53.3606366157754
"173112"	"NC_035783.1"	32197765	32197765	"+"	7.41968224869193e-18	3.55329492119773e-16	55.2380952380952
"173268"	"NC_035783.1"	32417239	32417239	"+"	1.99943770500168e-62	3.11717423794287e-59	-60.569157151176
"173860"	"NC_035783.1"	32580031	32580031	"+"	6.48735933650215e-34	1.37729045381747e-31	62.6811594202899
"176614"	"NC_035783.1"	36262748	36262748	"+"	1.31386909689672e-17	6.0947658453054e-16	57.3809523809524
"177178"	"NC_035783.1"	36586660	36586660	"+"	1.76007283315121e-20	1.1169782251132e-18	52.516838000709
"177866"	"NC_035783.1"	38039087	38039087	"+"	2.01168586571169e-16	8.16531878475152e-15	-51.0269865067466
"178416"	"NC_035783.1"	41484689	41484689	"+"	2.88817537811867e-20	1.78305022262192e-18	-59.3919325707405
"178454"	"NC_035783.1"	41657100	41657100	"+"	1.25343319200542e-21	8.99324318728386e-20	-50.609756097561
"178679"	"NC_035783.1"	42295608	42295608	"+"	7.03633728619422e-58	8.31503004850686e-55	-57.1643503939763
"179261"	"NC_035783.1"	42871171	42871171	"+"	2.10342641533598e-20	1.32094883975786e-18	-51.5819546307351
"179782"	"NC_035783.1"	44312385	44312385	"+"	1.08095538329876e-36	2.88997243284361e-34	-51.632412000945
"180329"	"NC_035783.1"	45068803	45068803	"+"	4.04402880429213e-47	2.30019223113465e-44	52.6878483618496
"181023"	"NC_035783.1"	45436571	45436571	"+"	6.99159567228676e-77	2.2903956082081e-73	51.4143403506711
"182884"	"NC_035783.1"	46125339	46125339	"+"	1.03635862071805e-47	6.35563432764229e-45	59.6190733818611
"183588"	"NC_035783.1"	47273230	47273230	"+"	5.17200654480188e-61	7.35442911602433e-58	56.7901322236582
"185462"	"NC_035783.1"	48434287	48434287	"+"	3.55123914593024e-41	1.31106187967576e-38	-53.4230944774076
"186383"	"NC_035783.1"	49079097	49079097	"+"	3.39956632997307e-11	6.95220642057334e-10	-50.7701692847339
"187318"	"NC_035783.1"	50075653	50075653	"+"	2.86197969760089e-21	1.97829929961326e-19	-52.9032258064516
"191418"	"NC_035783.1"	57083698	57083698	"+"	4.09574562944824e-11	8.27908839784146e-10	-51.2682926829268
"192008"	"NC_035783.1"	57925336	57925336	"+"	1.35130556493852e-32	2.5943284709576e-30	-58.8673621460507
"192025"	"NC_035783.1"	57926773	57926773	"+"	2.18565558787661e-24	2.03762168779732e-22	65.9069325735992
"192066"	"NC_035783.1"	57931741	57931741	"+"	4.75707646943025e-13	1.26204298643128e-11	50.830889540567
"192216"	"NC_035783.1"	58186424	58186424	"+"	1.43910080777552e-43	6.32320425553258e-41	60.3241822429907
"192360"	"NC_035783.1"	58980061	58980061	"+"	9.40805780903209e-43	3.88323546338342e-40	-65.2450980392157
"192963"	"NC_035784.1"	1005578	1005578	"+"	3.98099376745608e-74	1.11986316271237e-70	52.9184817643727
"193164"	"NC_035784.1"	1046256	1046256	"+"	2.65519087543737e-57	2.98764642706026e-54	-54.1341272567655
"193323"	"NC_035784.1"	1062720	1062720	"+"	5.14898732631412e-23	4.25055427845247e-21	-51.4226159458051
"193983"	"NC_035784.1"	1924234	1924234	"+"	3.18566788562966e-19	1.77092973666839e-17	-53.0829800121139
"194248"	"NC_035784.1"	1992224	1992224	"+"	2.43810254255254e-36	6.34147340309626e-34	61.0573042776433
"194376"	"NC_035784.1"	2007283	2007283	"+"	1.37651861002373e-38	4.22085982381452e-36	-51.3089560148384
"194463"	"NC_035784.1"	2011998	2011998	"+"	2.64944685638042e-57	2.98764642706026e-54	-60.1923251383471
"194780"	"NC_035784.1"	2256855	2256855	"+"	2.97995735512638e-19	1.66280221173942e-17	-52.3361823361823
"194862"	"NC_035784.1"	2288951	2288951	"+"	2.05492895566449e-48	1.31636623890827e-45	-55.2305435020136
"195029"	"NC_035784.1"	2326140	2326140	"+"	2.91339934647898e-21	2.01013983791897e-19	-54.9870191173
"195057"	"NC_035784.1"	2333164	2333164	"+"	1.03524753196192e-30	1.71523828957547e-28	57.8792650918635
"195058"	"NC_035784.1"	2333299	2333299	"+"	2.91088194297029e-27	3.52188439429397e-25	63.8782051282051
"195098"	"NC_035784.1"	2338124	2338124	"+"	6.30449528725743e-23	5.16000054506832e-21	-53.4511240393593
"195125"	"NC_035784.1"	2340024	2340024	"+"	1.5659973466667e-61	2.32918005357506e-58	-55.6345952897677
"195199"	"NC_035784.1"	2348439	2348439	"+"	5.67228554912985e-70	1.25468155218086e-66	-50.890647595191
"195421"	"NC_035784.1"	2443680	2443680	"+"	3.40458600559239e-44	1.55123381276403e-41	-61.1413959761717
"195745"	"NC_035784.1"	2777423	2777423	"+"	3.144837425768e-71	7.60633957912775e-68	-58.6031071570841
"195899"	"NC_035784.1"	3040123	3040123	"+"	1.89459273127565e-24	1.77651170539595e-22	50.1308933790825
"196924"	"NC_035784.1"	3631156	3631156	"+"	2.51411925232572e-17	1.13353587623094e-15	50.0674763832659
"197190"	"NC_035784.1"	3912436	3912436	"+"	8.05783373848893e-76	2.51247354997974e-72	-52.4629834000092
"197819"	"NC_035784.1"	5236071	5236071	"+"	1.44925262523772e-11	3.13546232203989e-10	-53.4495021337127
"198563"	"NC_035784.1"	7656221	7656221	"+"	9.32057002554508e-41	3.35486363380918e-38	54.654295532646
"198686"	"NC_035784.1"	7825972	7825972	"+"	7.68286614955733e-36	1.9247939023008e-33	56.7104836092178
"199612"	"NC_035784.1"	8331781	8331781	"+"	4.39992828947472e-13	1.17245386204606e-11	-51.0925855753442
"201346"	"NC_035784.1"	9477060	9477060	"+"	4.38701300748891e-12	1.02210223911046e-10	-55.049610205528
"201412"	"NC_035784.1"	10016145	10016145	"+"	2.56931841719217e-38	7.73180277549011e-36	-56.6869918699187
"204164"	"NC_035784.1"	14145240	14145240	"+"	4.1025449654353e-10	7.04907279007692e-09	54.649947753396
"204263"	"NC_035784.1"	14247056	14247056	"+"	1.03941439629074e-20	6.76045734888738e-19	-59.9587912087912
"204285"	"NC_035784.1"	14259081	14259081	"+"	1.60774967194255e-25	1.66766636022883e-23	-50.899209486166
"207282"	"NC_035784.1"	18634308	18634308	"+"	7.35635667896694e-23	5.97180687123343e-21	-58.0938416422288
"208045"	"NC_035784.1"	21410058	21410058	"+"	5.9124420810123e-19	3.19776279949392e-17	-59.0329835082459
"208046"	"NC_035784.1"	21410065	21410065	"+"	3.21150789150846e-18	1.6032649170043e-16	-56.6666666666667
"208429"	"NC_035784.1"	21805785	21805785	"+"	1.4773778582491e-26	1.67988911803753e-24	-53.4883720930233
"208506"	"NC_035784.1"	21869175	21869175	"+"	1.13766257142529e-20	7.36062627434071e-19	51.7746913580247
"208786"	"NC_035784.1"	22572279	22572279	"+"	1.08025954539e-16	4.52498274136259e-15	-57.2872133696075
"209400"	"NC_035784.1"	25138821	25138821	"+"	7.6086972418233e-18	3.63574098894202e-16	50.0147928994083
"210184"	"NC_035784.1"	26800340	26800340	"+"	2.74201242216758e-23	2.32360163774793e-21	66.6223908918406
"210199"	"NC_035784.1"	26845665	26845665	"+"	1.30440994922808e-14	4.2537673375656e-13	59.2013888888889
"210262"	"NC_035784.1"	27176372	27176372	"+"	2.47737281804329e-61	3.60190832073742e-58	-58.3710826210826
"212513"	"NC_035784.1"	32778720	32778720	"+"	1.97943180116512e-35	4.7653342432713e-33	51.8620877129395
"212734"	"NC_035784.1"	33375190	33375190	"+"	1.78543155713261e-14	5.73639370434976e-13	-54.1372462488967
"212920"	"NC_035784.1"	34072924	34072924	"+"	3.50691903571063e-36	9.00381361030934e-34	57.4835817783801
"214908"	"NC_035784.1"	36745879	36745879	"+"	8.702726202171e-30	1.32019347573775e-27	63.4058704453441
"215007"	"NC_035784.1"	36788437	36788437	"+"	1.81800661334432e-20	1.15176714693208e-18	51.1450381679389
"215045"	"NC_035784.1"	36797030	36797030	"+"	3.4127696903626e-58	4.07013239041348e-55	-56.4378819749242
"215410"	"NC_035784.1"	36957812	36957812	"+"	3.3563161889125e-40	1.14290613540292e-37	50.2112834766931
"216932"	"NC_035784.1"	37751435	37751435	"+"	1.12230915575739e-44	5.31962663541641e-42	-57.2006890611542
"217319"	"NC_035784.1"	38226016	38226016	"+"	7.08812480562087e-41	2.57278274696202e-38	54.1180956531213
"217602"	"NC_035784.1"	39544459	39544459	"+"	2.49050762335212e-16	1.00130331731307e-14	-51.6296296296296
"220093"	"NC_035784.1"	42036909	42036909	"+"	9.34994194080112e-81	4.03291392026721e-77	56.1362814796964
"220283"	"NC_035784.1"	42103146	42103146	"+"	6.55023971319201e-18	3.15913230134829e-16	-63.1054131054131
"220787"	"NC_035784.1"	43356401	43356401	"+"	1.62532442857806e-47	9.78211796861286e-45	-52.2551143200963
"224644"	"NC_035784.1"	45667413	45667413	"+"	1.19508473832729e-21	8.58888657828414e-20	56.4808743169399
"225288"	"NC_035784.1"	45928234	45928234	"+"	7.30300858404039e-85	4.10870790961584e-81	56.5950950074878
"227041"	"NC_035784.1"	46805445	46805445	"+"	1.45974749063707e-47	8.82663681005199e-45	70.8438196071625
"227561"	"NC_035784.1"	47479565	47479565	"+"	4.22932158022407e-26	4.63592082239759e-24	-51.0090889572747
"228015"	"NC_035784.1"	47714321	47714321	"+"	5.5537550996538e-34	1.18785284830414e-31	58.3448616600791
"229542"	"NC_035784.1"	49941161	49941161	"+"	6.27049657096272e-14	1.87087083815506e-12	52.9237288135593
"229612"	"NC_035784.1"	49990877	49990877	"+"	2.06663273209761e-17	9.39141136177552e-16	51.7558580396544
"229732"	"NC_035784.1"	50083564	50083564	"+"	1.86455473029213e-25	1.92632115543169e-23	-51.8843541503877
"229755"	"NC_035784.1"	50085313	50085313	"+"	5.32742252981583e-35	1.23986284149546e-32	50.7468553459119
"230156"	"NC_035784.1"	50301200	50301200	"+"	8.21474872272498e-51	6.07417818698142e-48	53.9121552604699
"230599"	"NC_035784.1"	50724128	50724128	"+"	3.63775048016898e-22	2.74553326671265e-20	53.4308394954328
"231227"	"NC_035784.1"	51552242	51552242	"+"	3.26054651644789e-27	3.92841546522148e-25	53.8568823087652
"231939"	"NC_035784.1"	52580951	52580951	"+"	6.65800498561521e-09	9.42397644839156e-08	50.7936507936508
"231945"	"NC_035784.1"	52581120	52581120	"+"	5.58105789710705e-75	1.64132711578477e-71	-52.939623305756
"231957"	"NC_035784.1"	52581363	52581363	"+"	5.80866091343417e-97	5.78181199187875e-93	-72.9622680842193
"231977"	"NC_035784.1"	52581684	52581684	"+"	4.97774543663063e-38	1.46058012434783e-35	-59.676268055089
"231980"	"NC_035784.1"	52582703	52582703	"+"	3.74685704415873e-22	2.82540775626192e-20	60.3361344537815
"232068"	"NC_035784.1"	52601241	52601241	"+"	1.06432155373006e-30	1.76228103632843e-28	51.9230769230769
"234112"	"NC_035784.1"	53282858	53282858	"+"	1.91284418408185e-77	6.42909966530521e-74	53.671088175967
"234118"	"NC_035784.1"	53283229	53283229	"+"	1.68577594566493e-21	1.19364108838049e-19	55.8994599085999
"234152"	"NC_035784.1"	53289052	53289052	"+"	5.42980370283707e-17	2.34947925983928e-15	-51.2458369310473
"234256"	"NC_035784.1"	53329760	53329760	"+"	6.14135095409736e-24	5.51481855989989e-22	50.4058797718298
"234893"	"NC_035784.1"	53515950	53515950	"+"	4.93279479018329e-15	1.70031769084507e-13	50.5649717514124
"235263"	"NC_035784.1"	53739782	53739782	"+"	2.94093839323789e-31	5.13916021495641e-29	-65.1404151404151
"235609"	"NC_035784.1"	53991052	53991052	"+"	2.42373702540578e-20	1.51110294702287e-18	-51.7628790646693
"235615"	"NC_035784.1"	53991915	53991915	"+"	1.66935392876843e-16	6.84668508755867e-15	-52.5070290534208
"235660"	"NC_035784.1"	53995724	53995724	"+"	3.33217976108153e-28	4.42010352789733e-26	-55.8517390200558
"235849"	"NC_035784.1"	54028109	54028109	"+"	5.45019581079004e-57	5.90114060160066e-54	50.2696991968082
"236294"	"NC_035784.1"	54347059	54347059	"+"	6.51866150359038e-80	2.59541232061174e-76	72.5568436951463
"236485"	"NC_035784.1"	54639923	54639923	"+"	1.04439539660021e-65	1.86405290991178e-62	-51.9264511476986
"236895"	"NC_035784.1"	54998519	54998519	"+"	6.2646010033305e-38	1.82781014948533e-35	-50.649821876237
"237269"	"NC_035784.1"	55154350	55154350	"+"	1.54406804595354e-49	1.05714832085428e-46	-51.094362605154
"237270"	"NC_035784.1"	55154408	55154408	"+"	1.76503216275552e-52	1.45938398046701e-49	-55.4262142015276
"237607"	"NC_035784.1"	55379467	55379467	"+"	2.16784062131122e-17	9.82545181885225e-16	57.0766032304494
"237639"	"NC_035784.1"	55404564	55404564	"+"	3.84849740220599e-18	1.90801587340566e-16	-53.4293899561847
"238331"	"NC_035784.1"	57133704	57133704	"+"	7.47277759712178e-40	2.48259506700535e-37	57.5700204351485
"238363"	"NC_035784.1"	57140177	57140177	"+"	1.69594760102442e-21	1.20051483623403e-19	-50.8242346392635
"238451"	"NC_035784.1"	57163871	57163871	"+"	1.35008494999503e-19	7.79735739584229e-18	-63.7755102040816
"239050"	"NC_035784.1"	57514693	57514693	"+"	4.58316273408391e-37	1.25647708446616e-34	53.8690476190476
"239280"	"NC_035784.1"	57785890	57785890	"+"	3.78074008543557e-56	3.88273338410722e-53	-50.3389447008779
"240887"	"NC_035784.1"	59002732	59002732	"+"	3.90996234488227e-29	5.56595876683919e-27	54.9924242424243
"240991"	"NC_035784.1"	59129087	59129087	"+"	2.20178676247603e-87	1.38980121912492e-83	70.4981807761443
"241253"	"NC_035784.1"	59312760	59312760	"+"	4.72190418665023e-09	6.85065819603515e-08	-50.5291723202171
"241392"	"NC_035784.1"	59387901	59387901	"+"	7.56398742538416e-18	3.61704822357847e-16	-67.719298245614
"241708"	"NC_035784.1"	59679679	59679679	"+"	1.10621814663072e-61	1.66446098684879e-58	61.6812578166875
"242999"	"NC_035784.1"	60464772	60464772	"+"	2.07950122995767e-53	1.80594369604688e-50	60.2624363493929
"243009"	"NC_035784.1"	60466859	60466859	"+"	1.77151560938311e-31	3.14663754527979e-29	51.8230544095349
"243813"	"NC_035784.1"	61208184	61208184	"+"	3.88742740995457e-39	1.23140673526828e-36	52.5581395348837
"244137"	"NC_035784.1"	61728079	61728079	"+"	6.24872014904031e-12	1.42430655780854e-10	58.9783281733746
"246153"	"NC_035784.1"	63887740	63887740	"+"	3.05046238842288e-41	1.13102327088768e-38	-56.0917721518987
"246703"	"NC_035784.1"	64469388	64469388	"+"	6.06455665732792e-31	1.02648559939988e-28	-55.0638371290545
"247832"	"NC_035784.1"	65591167	65591167	"+"	1.57479564990788e-10	2.90177511256282e-09	52.0009643201543
"248764"	"NC_035784.1"	65903451	65903451	"+"	1.46799592309184e-11	3.17194522344627e-10	-51.962962962963
"249575"	"NC_035784.1"	66376732	66376732	"+"	1.54362902396064e-43	6.77099063002777e-41	52.7893738140417
"250414"	"NC_035784.1"	66678374	66678374	"+"	2.24704553908988e-80	9.23065699633076e-77	50.9255252501114
"250910"	"NC_035784.1"	67143943	67143943	"+"	2.94250830810705e-37	8.18429855327545e-35	-56.9818618298213
"252174"	"NC_035784.1"	67943442	67943442	"+"	3.75412615494017e-37	1.03799270822272e-34	-58.3240802428011
"252257"	"NC_035784.1"	67990333	67990333	"+"	1.93261416173963e-16	7.86286919194634e-15	53.5967399007796
"252266"	"NC_035784.1"	67991199	67991199	"+"	5.34358630545051e-147	6.91455318070804e-142	62.313587368154
"252521"	"NC_035784.1"	68693108	68693108	"+"	2.61991097259041e-22	2.00540757789675e-20	-58.5347985347985
"252867"	"NC_035784.1"	68855035	68855035	"+"	9.82742533989093e-84	5.19044940201101e-80	-53.4400888293055
"253451"	"NC_035784.1"	69554491	69554491	"+"	7.57016961234789e-27	8.87696618756831e-25	-72.7218864794407
"257205"	"NC_035784.1"	75291847	75291847	"+"	1.2178781526645e-42	4.99500318213718e-40	-75.6345177664975
"257247"	"NC_035784.1"	75314858	75314858	"+"	3.88168413132208e-29	5.53178938554167e-27	-51.8969794250693
"257608"	"NC_035784.1"	76218383	76218383	"+"	5.35528077919722e-25	5.27373342906043e-23	63.8339920948617
"259180"	"NC_035784.1"	79293415	79293415	"+"	1.39460526131832e-45	7.07688945746938e-43	55.1282051282051
"259971"	"NC_035784.1"	79841167	79841167	"+"	5.63990812562758e-51	4.20633485996855e-48	51.3280145815151
"259974"	"NC_035784.1"	79841227	79841227	"+"	5.9043306026323e-82	2.82968567291389e-78	-52.3352932308156
"260659"	"NC_035784.1"	81666533	81666533	"+"	9.12967556470543e-40	3.01755275301588e-37	-65.8603248405642
"260981"	"NC_035784.1"	81784752	81784752	"+"	4.74747850642396e-12	1.10063513168569e-10	51.7203107658158
"261477"	"NC_035784.1"	82092356	82092356	"+"	2.92222491571523e-14	9.09520881684408e-13	-51.7307692307692
"261822"	"NC_035784.1"	82548251	82548251	"+"	5.19737080945494e-19	2.82340538563521e-17	-57.1286750668194
"263109"	"NC_035784.1"	84939270	84939270	"+"	3.17433425979682e-45	1.58593062388902e-42	50.4766166609842
"263130"	"NC_035784.1"	84951458	84951458	"+"	7.40491290817843e-29	1.03197538844748e-26	-52.131259419342
"263976"	"NC_035784.1"	85967659	85967659	"+"	7.49613059936441e-13	1.93882197947343e-11	-58.4541062801932
"264442"	"NC_035784.1"	86309405	86309405	"+"	1.34320633885362e-06	1.20772474228864e-05	-50.4385964912281
"266803"	"NC_035784.1"	87733520	87733520	"+"	2.38775942811244e-104	3.63498761817559e-100	-58.2871756582072
"266825"	"NC_035784.1"	87735301	87735301	"+"	1.51315370158068e-62	2.4024631160617e-59	55.2893518518519
"266926"	"NC_035784.1"	87874189	87874189	"+"	1.28880163234608e-14	4.20551722668345e-13	52.3349436392915
"267461"	"NC_035784.1"	88305441	88305441	"+"	5.28762076437487e-17	2.29294043834706e-15	52.9237288135593
"267557"	"NC_035784.1"	88794180	88794180	"+"	4.19543955713729e-60	5.77538456823362e-57	-64.7171121138494
"267736"	"NC_035784.1"	89193227	89193227	"+"	5.44190922994956e-25	5.35293209504238e-23	60.7658157602664
"267934"	"NC_035784.1"	89588290	89588290	"+"	3.60610025985669e-09	5.32921617408638e-08	52.1505376344086
"268355"	"NC_035784.1"	90457417	90457417	"+"	2.50732580313006e-47	1.45818305703813e-44	-80.0548589341693
"268566"	"NC_035784.1"	90812485	90812485	"+"	2.99231120342108e-17	1.33794889388565e-15	51.1895321173672
"268778"	"NC_035784.1"	90909623	90909623	"+"	2.16350803082117e-75	6.58720037811788e-72	-65.992154273091
"268861"	"NC_035784.1"	90916598	90916598	"+"	4.34075037492234e-88	2.95625915826407e-84	50.1219208432203
"269174"	"NC_035784.1"	91582933	91582933	"+"	4.0289322734019e-20	2.4527887786642e-18	-53.8045112781955
"269515"	"NC_035784.1"	92841544	92841544	"+"	3.08626692502949e-17	1.37757915402014e-15	-56.289592760181
"271653"	"NC_035784.1"	94932868	94932868	"+"	3.89416623224716e-23	3.2509783804625e-21	51.7418394137701
"272179"	"NC_035784.1"	95098214	95098214	"+"	2.57769232640659e-10	4.57451958794412e-09	-50.6696428571429
"272289"	"NC_035784.1"	96023006	96023006	"+"	3.40243679073233e-59	4.38081886898016e-56	-56.6227865390914
"272294"	"NC_035784.1"	96023083	96023083	"+"	4.60974168195664e-103	6.27891027470556e-99	67.1469059990553
"272424"	"NC_035784.1"	96107107	96107107	"+"	1.68145047901026e-47	1.00964360724492e-44	53.4160411453989
"273106"	"NC_035784.1"	96552801	96552801	"+"	6.84769561146376e-18	3.29338682506177e-16	50.0833333333333
"273719"	"NC_035784.1"	97120641	97120641	"+"	3.1453443297796e-50	2.26113755784364e-47	54.5974765974766
"273980"	"NC_035784.1"	97250746	97250746	"+"	1.89633001080813e-09	2.92925173417568e-08	52.1881287726358
"275332"	"NC_035785.1"	4685166	4685166	"+"	8.43937012014634e-35	1.94834432093597e-32	74.0215053763441
"275456"	"NC_035785.1"	4744968	4744968	"+"	3.99786973867451e-37	1.10302940409913e-34	60.8271397746344
"275901"	"NC_035785.1"	8268553	8268553	"+"	1.70774521684653e-12	4.21318545278855e-11	-55.846917080085
"276659"	"NC_035785.1"	11013151	11013151	"+"	7.90954698241676e-21	5.20991778476102e-19	-52.3085610042132
"276941"	"NC_035785.1"	12703932	12703932	"+"	6.22713023405873e-30	9.56421503929171e-28	56.1190476190476
"277287"	"NC_035785.1"	14156208	14156208	"+"	1.64640047237861e-22	1.29077708366377e-20	64.4927536231884
"277856"	"NC_035785.1"	14598067	14598067	"+"	7.51434239063208e-22	5.49660387751461e-20	55.8558558558559
"279081"	"NC_035785.1"	16944853	16944853	"+"	4.91287522400122e-18	2.4030303798358e-16	59.3941717791411
"279213"	"NC_035785.1"	17356835	17356835	"+"	3.93036328789287e-41	1.44484521533262e-38	58.6745689655172
"280318"	"NC_035785.1"	29830588	29830588	"+"	2.81967693791734e-42	1.13311704778573e-39	54.4203235944593
"280587"	"NC_035785.1"	31237990	31237990	"+"	1.08871492461867e-87	7.04393717495283e-84	54.2510883175357
"280599"	"NC_035785.1"	31238803	31238803	"+"	1.15149582257922e-18	6.05455245387684e-17	59.6476816356334
"281231"	"NC_035785.1"	31878920	31878920	"+"	4.36528362003622e-24	3.97092316471411e-22	-57.516339869281
"282096"	"NC_035785.1"	32529156	32529156	"+"	8.43538762786951e-23	6.81355593585506e-21	-50.3212908753391
"282787"	"NC_035785.1"	33207618	33207618	"+"	9.75452024171119e-48	6.0106011837751e-45	51.3123359580052
"284684"	"NC_035785.1"	35798192	35798192	"+"	1.26897492419405e-59	1.6928270846701e-56	-54.0670887439715
"287540"	"NC_035785.1"	41843042	41843042	"+"	1.20224379017428e-14	3.94095700538075e-13	-55.5555555555556
"289809"	"NC_035785.1"	43783768	43783768	"+"	2.04575339441277e-68	4.23549873263282e-65	55.6698564593301
"294786"	"NC_035786.1"	8624214	8624214	"+"	2.41710871636088e-20	1.50733358725792e-18	60.4520547945206
"295155"	"NC_035786.1"	9998395	9998395	"+"	2.29224214690257e-21	1.60288622675287e-19	52.7522154055896
"295278"	"NC_035786.1"	11897415	11897415	"+"	9.26399062807751e-16	3.47867716951508e-14	56.2288073123987
"295459"	"NC_035786.1"	13808096	13808096	"+"	8.57004436976508e-43	3.54299081032072e-40	63.8273651414991
"296138"	"NC_035786.1"	14799932	14799932	"+"	6.45770480119302e-75	1.85693613576074e-71	-64.1468875951635
"296998"	"NC_035786.1"	18065666	18065666	"+"	9.45766904796323e-15	3.13517091837969e-13	50.3887510339123
"298653"	"NC_035786.1"	29945222	29945222	"+"	2.26637507121209e-13	6.29193133789373e-12	54.038882803943
"299140"	"NC_035786.1"	33053639	33053639	"+"	5.7475139013037e-21	3.8435306972995e-19	50.709219858156
"299354"	"NC_035786.1"	33817806	33817806	"+"	3.83947429095481e-34	8.32201943690984e-32	55.107230874102
"299591"	"NC_035786.1"	34083839	34083839	"+"	3.79744609828359e-22	2.8627215240912e-20	-59.2037890424987
"299729"	"NC_035786.1"	34109668	34109668	"+"	7.33628526835859e-38	2.12849505063485e-35	66.0388332140301
"300142"	"NC_035786.1"	34346036	34346036	"+"	6.24159822305895e-92	4.89489249682739e-88	58.0751664228783
"300194"	"NC_035786.1"	34361446	34361446	"+"	2.12975567659958e-110	3.93697844908327e-106	70.4102167182663
"300295"	"NC_035786.1"	34368875	34368875	"+"	6.14422824387004e-57	6.59798898938231e-54	-51.9849035504613
"300325"	"NC_035786.1"	34372005	34372005	"+"	1.81151067439704e-81	8.22483758018479e-78	50.3948511411198
"301466"	"NC_035786.1"	38653052	38653052	"+"	3.95108093833925e-35	9.27046892745521e-33	53.4679312901631
"302282"	"NC_035786.1"	40104349	40104349	"+"	2.89979953323166e-31	5.07069570271071e-29	62.3566391980291
"302839"	"NC_035786.1"	41487043	41487043	"+"	1.00024808642346e-37	2.88265508404867e-35	56.3992834394904
"302854"	"NC_035786.1"	41487754	41487754	"+"	1.65977203376313e-61	2.45454886646892e-58	-53.004257644407
"302876"	"NC_035786.1"	41491820	41491820	"+"	1.07491472851122e-22	8.59129156205026e-21	50.8469387755102
"303127"	"NC_035786.1"	42150387	42150387	"+"	1.83369122545463e-16	7.47567783951082e-15	-51.1335381015065
"303361"	"NC_035786.1"	42411777	42411777	"+"	8.29823688193757e-45	3.98435798260542e-42	-64.4565217391304
"303420"	"NC_035786.1"	42414570	42414570	"+"	2.22618907718823e-30	3.5696020787289e-28	56.1601415616014
"303484"	"NC_035786.1"	42447009	42447009	"+"	1.03768515114069e-56	1.09612682588412e-53	-61.559013380071
"303744"	"NC_035786.1"	42515700	42515700	"+"	4.67008072690838e-19	2.54712031561255e-17	52.1265851195152
"303914"	"NC_035786.1"	42548091	42548091	"+"	6.36718612344466e-27	7.51055810987002e-25	50.3655978423734
"304333"	"NC_035786.1"	42612850	42612850	"+"	1.37380825421961e-15	5.05457966827196e-14	56.9444444444444
"305246"	"NC_035786.1"	43235782	43235782	"+"	4.72226525930312e-23	3.91076433270211e-21	-53.2911392405063
"305252"	"NC_035786.1"	43236838	43236838	"+"	1.51880959141158e-12	3.77439237710176e-11	-53.0769230769231
